phone_id,battery_power,clock_speed,m_dep,mobile_wt,n_cores,ram,talk_time,price_range,sc_h,sc_w,blue,dual_sim,four_g,touch_screen,wifi,int_memory,total_camera,total_pixels,screen_ratio,memory_per_core,battery_talk_ratio
1509,1970,0.5,1.0,132,2,1658,20,2,15,9,1,1,1,1,1,15,0,2355916,1.6666666666666667,829.0,98.5
1510,1186,0.5,0.4,160,8,2361,7,1,17,8,1,1,0,0,0,21,6,39712,2.125,295.125,169.42857142857142
1511,1762,0.7,0.1,157,4,1380,14,1,14,5,0,0,0,0,0,60,17,507970,2.8,345.0,125.85714285714286
1512,1731,1.4,0.5,163,6,3892,4,3,5,1,1,1,1,1,1,4,22,1608292,5.0,648.6666666666666,432.75
1513,852,1.8,0.8,160,5,315,20,0,7,6,0,1,1,0,0,8,14,921367,1.1666666666666667,63.0,42.6
1514,848,1.5,0.3,151,4,2289,19,1,10,2,1,1,1,1,1,36,20,29512,5.0,572.25,44.63157894736842
1515,1575,2.5,0.2,185,7,2182,17,2,7,3,0,1,1,1,0,11,20,402456,2.3333333333333335,311.7142857142857,92.6470588235294
1516,1554,2.8,0.1,105,6,2184,20,2,13,9,0,1,0,0,1,23,25,1042908,1.4444444444444444,364.0,77.7
1517,1972,1.6,0.5,92,8,2872,11,3,7,2,1,0,0,0,1,48,2,233160,3.5,359.0,179.27272727272728
1518,827,0.6,0.2,87,6,2367,15,1,5,3,1,1,1,0,1,35,26,18998,1.6666666666666667,394.5,55.13333333333333
1519,1063,1.5,0.9,155,4,1919,20,1,12,10,0,0,0,1,0,3,17,334506,1.2,479.75,53.15
1520,1695,2.3,0.4,84,5,3296,14,3,17,6,0,1,0,0,0,34,11,1242046,2.8333333333333335,659.2,121.07142857142857
1521,1343,2.4,0.9,81,8,462,11,0,18,7,0,1,1,1,1,14,15,1280915,2.5714285714285716,57.75,122.0909090909091
1522,834,0.5,0.2,123,1,1591,20,1,11,9,0,0,1,1,0,27,18,2078923,1.2222222222222223,1591.0,41.7
1523,595,2.6,0.4,122,2,1593,2,0,19,11,0,0,1,0,1,20,18,508368,1.7272727272727273,796.5,297.5
1524,1081,1.9,0.1,101,7,2456,7,1,7,4,1,1,1,0,0,42,30,67728,1.75,350.85714285714283,154.42857142857142
1525,911,1.4,0.7,199,4,2933,11,3,16,3,0,1,0,1,0,14,7,2644596,5.333333333333333,733.25,82.81818181818181
1526,844,2.2,0.9,197,7,3154,7,3,14,11,0,1,1,0,0,22,3,1550115,1.2727272727272727,450.57142857142856,120.57142857142857
1527,1335,3.0,0.8,180,2,3615,9,3,5,2,1,0,0,0,0,60,7,46397,2.5,1807.5,148.33333333333334
1528,1883,1.6,0.1,87,1,3563,3,3,17,10,0,0,0,0,0,24,25,185745,1.7,3563.0,627.6666666666666
1529,1128,0.5,0.6,147,8,1440,19,1,17,15,1,1,0,0,0,33,13,1149988,1.1333333333333333,180.0,59.36842105263158
1530,826,2.4,0.6,117,2,1907,5,1,15,14,1,1,1,0,0,57,31,1274091,1.0714285714285714,953.5,165.2
1531,1650,2.3,0.7,89,1,324,2,0,14,10,0,0,1,1,1,38,1,681013,1.4,324.0,825.0
1532,1162,1.0,0.5,104,4,1404,15,1,10,3,0,0,0,1,1,50,10,287512,3.3333333333333335,351.0,77.46666666666667
1533,1517,2.5,0.8,169,4,2738,12,2,18,16,0,0,1,0,0,8,20,937650,1.125,684.5,126.41666666666667
1534,963,0.5,0.8,156,3,2722,16,2,12,6,0,0,1,0,0,60,4,609182,2.0,907.3333333333334,60.1875
1535,1837,1.0,0.9,103,8,2294,20,3,8,7,0,1,1,0,1,12,11,2185380,1.1428571428571428,286.75,91.85
1536,1028,2.8,0.1,193,1,1424,13,1,18,4,1,0,1,0,1,30,11,3463323,4.5,1424.0,79.07692307692308
1537,1831,2.2,1.0,189,8,1133,10,1,14,3,1,1,0,1,0,55,13,3030470,4.666666666666667,141.625,183.1
1538,571,2.0,0.6,101,6,555,11,0,19,10,1,1,1,0,1,58,16,47616,1.9,92.5,51.90909090909091
1539,1770,2.3,0.6,183,6,3785,14,3,13,10,1,0,0,0,1,9,5,1507554,1.3,630.8333333333334,126.42857142857143
1540,970,1.3,0.2,84,7,3675,12,3,12,0,1,1,0,0,0,59,24,3152290,inf,525.0,80.83333333333333
1541,642,0.5,0.8,86,5,435,2,0,9,2,1,0,1,1,0,38,10,1574425,4.5,87.0,321.0
1542,622,1.9,0.8,193,8,3183,4,2,5,0,1,1,0,1,1,11,26,1492640,inf,397.875,155.5
1543,600,1.8,0.8,199,2,3495,7,2,17,4,1,0,1,1,0,6,24,501552,4.25,1747.5,85.71428571428571
1544,1412,0.6,0.2,86,3,1853,18,1,15,10,0,0,0,0,1,57,19,1320,1.5,617.6666666666666,78.44444444444444
1545,733,0.8,0.4,138,4,2648,19,2,12,0,0,0,0,1,0,16,19,360974,inf,662.0,38.578947368421055
1546,1070,3.0,0.8,160,7,2647,20,2,14,13,1,0,0,1,0,19,25,145260,1.0769230769230769,378.14285714285717,53.5
1547,875,0.7,0.7,146,8,702,15,0,19,15,1,1,0,1,1,30,9,400057,1.2666666666666666,87.75,58.333333333333336
1548,1994,0.7,0.4,189,2,1836,18,2,12,11,1,0,0,0,0,5,12,132956,1.0909090909090908,918.0,110.77777777777777
1549,823,1.0,0.2,182,5,3894,9,3,13,10,0,1,1,1,0,18,25,1593000,1.3,778.8,91.44444444444444
1550,1908,0.5,1.0,111,2,2944,17,3,19,17,0,0,1,0,1,30,28,146440,1.1176470588235294,1472.0,112.23529411764706
1551,790,0.5,0.1,89,8,3424,9,3,13,11,0,1,1,1,0,44,15,1580700,1.1818181818181819,428.0,87.77777777777777
1552,1330,1.8,0.5,177,1,2678,14,2,9,4,1,1,0,1,1,40,6,173048,2.25,2678.0,95.0
1553,1660,0.5,0.7,100,8,2424,9,2,12,5,0,0,1,1,0,15,10,250360,2.4,303.0,184.44444444444446
1554,1776,2.2,0.9,82,6,2671,12,3,15,10,0,0,0,1,1,20,18,2818089,1.5,445.1666666666667,148.0
1555,1611,0.5,0.9,199,1,3078,6,2,15,2,0,1,1,0,1,27,14,164793,7.5,3078.0,268.5
1556,1410,0.5,0.3,92,3,2304,18,2,18,4,1,1,1,1,0,15,1,251712,4.5,768.0,78.33333333333333
1557,1772,1.6,0.5,159,2,1146,17,1,6,1,1,0,1,1,0,45,35,1175985,6.0,573.0,104.23529411764706
1558,1280,1.3,1.0,108,7,2335,2,1,6,4,1,0,1,0,1,39,1,209328,1.5,333.57142857142856,640.0
1559,1712,0.9,1.0,155,7,1422,15,1,5,0,1,1,0,1,0,23,21,102765,inf,203.14285714285714,114.13333333333334
1560,1562,0.7,0.1,140,8,2096,3,2,15,3,1,0,0,0,0,55,1,1832832,5.0,262.0,520.6666666666666
1561,891,1.9,0.1,153,6,1303,4,0,17,16,0,1,1,1,1,18,4,57400,1.0625,217.16666666666666,222.75
1562,1957,1.2,0.8,151,2,1115,18,1,16,2,0,1,1,0,1,36,37,2062038,8.0,557.5,108.72222222222223
1563,1110,0.6,0.9,192,5,456,18,0,12,8,0,0,0,1,0,42,3,1487898,1.5,91.2,61.666666666666664
1564,875,1.4,0.6,104,8,3396,18,3,14,2,1,1,1,0,0,43,4,874038,7.0,424.5,48.611111111111114
1565,1211,1.2,0.3,130,2,2750,14,2,6,1,1,0,0,1,0,28,3,55854,6.0,1375.0,86.5
1566,769,0.5,0.2,112,4,941,20,0,15,8,0,1,1,0,1,54,31,2465300,1.875,235.25,38.45
1567,671,2.9,0.1,95,6,2278,2,2,13,4,0,0,1,0,0,2,26,992838,3.25,379.6666666666667,335.5
1568,1872,0.5,0.5,172,4,2273,8,2,8,4,0,0,1,0,1,26,15,731136,2.0,568.25,234.0
1569,1076,2.3,0.7,191,5,2355,2,2,17,16,0,1,1,1,1,14,0,1869184,1.0625,471.0,538.0
1570,1325,1.9,0.1,146,1,2328,2,2,17,10,0,0,0,0,0,50,12,346805,1.7,2328.0,662.5
1571,911,2.2,0.5,182,2,2638,13,1,8,4,1,1,1,1,1,28,3,119791,2.0,1319.0,70.07692307692308
1572,1273,0.7,0.6,178,6,558,13,0,8,5,1,0,0,0,0,23,15,678515,1.6,93.0,97.92307692307692
1573,1062,0.5,0.9,124,4,1345,11,0,16,0,0,0,1,0,1,39,7,466507,inf,336.25,96.54545454545455
1574,1317,1.5,0.1,154,2,425,11,0,7,0,0,0,0,1,1,12,15,233602,inf,212.5,119.72727272727273
1575,940,2.9,0.7,115,4,2192,9,1,15,13,0,0,0,1,1,16,1,543910,1.1538461538461537,548.0,104.44444444444444
1576,729,2.0,0.6,135,6,3397,17,2,19,15,1,0,0,0,1,14,2,593965,1.2666666666666666,566.1666666666666,42.88235294117647
1577,1494,2.4,0.9,93,7,1208,17,1,14,13,0,0,1,1,0,3,23,946832,1.0769230769230769,172.57142857142858,87.88235294117646
1578,1546,1.6,0.7,124,2,267,16,0,12,10,1,1,1,1,0,27,8,1696758,1.2,133.5,96.625
1579,1253,0.7,0.9,113,4,3518,8,3,7,3,0,0,1,1,1,34,10,104167,2.3333333333333335,879.5,156.625
1580,895,0.5,0.3,164,8,3122,4,2,7,0,0,1,0,0,1,16,20,198450,inf,390.25,223.75
1581,793,1.9,0.3,124,8,1050,3,0,11,9,1,1,1,1,1,43,2,17940,1.2222222222222223,131.25,264.3333333333333
1582,1628,1.8,0.1,136,2,3358,12,3,17,11,1,1,0,1,1,56,24,856500,1.5454545454545454,1679.0,135.66666666666666
1583,625,2.7,0.8,138,8,2929,17,2,10,4,0,1,0,0,0,42,5,359513,2.5,366.125,36.76470588235294
1584,1110,1.5,0.3,153,8,624,15,0,9,7,0,0,1,0,0,12,7,1873950,1.2857142857142858,78.0,74.0
1585,999,1.7,0.6,132,1,1598,8,1,7,0,0,0,0,1,0,49,23,1197760,inf,1598.0,124.875
1586,1856,0.5,0.1,155,5,2052,10,2,17,6,0,1,1,1,0,24,1,319935,2.8333333333333335,410.4,185.6
1587,1715,2.6,0.6,120,6,1249,4,1,16,2,0,1,1,1,0,15,29,210786,8.0,208.16666666666666,428.75
1588,1897,1.9,0.3,154,2,412,2,0,17,11,1,0,1,0,0,54,9,464940,1.5454545454545454,206.0,948.5
1589,1202,2.4,0.1,122,2,595,3,0,19,0,1,1,0,0,0,19,1,703768,inf,297.5,400.6666666666667
1590,1171,1.7,0.3,167,7,263,8,0,6,5,1,1,0,0,0,19,21,187240,1.2,37.57142857142857,146.375
1591,964,2.0,0.7,86,8,2577,5,2,17,16,0,0,1,1,0,22,0,277650,1.0625,322.125,192.8
1592,1973,2.4,0.1,193,4,639,3,0,6,0,1,1,0,0,1,46,16,594849,inf,159.75,657.6666666666666
1593,1992,0.6,0.1,141,1,3206,10,3,10,9,1,1,0,1,0,2,25,580855,1.1111111111111112,3206.0,199.2
1594,546,2.6,1.0,159,5,1550,3,1,7,2,1,1,0,1,0,26,20,689728,3.5,310.0,182.0
1595,1093,0.5,0.6,171,2,1646,6,1,12,0,0,0,1,1,0,31,13,1860200,inf,823.0,182.16666666666666
1596,1880,2.0,0.1,200,4,1930,15,2,17,7,1,0,0,1,0,35,25,1844190,2.4285714285714284,482.5,125.33333333333333
1597,1765,1.1,0.7,87,2,3695,18,3,6,5,0,0,0,0,0,11,10,981125,1.2,1847.5,98.05555555555556
1598,1640,0.5,0.9,87,8,3235,10,3,6,1,0,1,1,0,1,36,12,1199184,6.0,404.375,164.0
1599,1830,0.5,0.9,191,6,2334,14,2,8,7,0,0,0,1,0,7,12,728180,1.1428571428571428,389.0,130.71428571428572
1600,826,0.6,0.7,187,4,1998,17,1,17,4,0,0,0,0,0,62,22,1256470,4.25,499.5,48.588235294117645
1601,1864,2.2,0.1,142,1,2258,10,2,10,1,0,0,1,0,0,7,2,347625,10.0,2258.0,186.4
1602,586,0.6,0.3,121,7,1869,7,1,12,2,1,0,1,1,1,42,33,877630,6.0,267.0,83.71428571428571
1603,1206,3.0,0.6,127,3,1825,4,2,7,1,0,1,1,0,1,30,23,2708253,7.0,608.3333333333334,301.5
1604,832,0.5,0.1,165,5,3946,14,3,12,5,1,1,1,1,1,5,3,17496,2.4,789.2,59.42857142857143
1605,848,2.8,0.1,103,7,436,15,0,10,6,1,0,0,1,1,8,4,9058,1.6666666666666667,62.285714285714285,56.53333333333333
1606,1851,2.9,0.7,112,6,2678,8,2,6,0,0,0,0,0,0,53,2,204450,inf,446.3333333333333,231.375
1607,1166,0.5,0.5,80,1,3887,7,3,8,6,1,0,0,0,1,59,18,278806,1.3333333333333333,3887.0,166.57142857142858
1608,1776,2.1,0.1,172,4,1813,20,1,16,13,1,1,0,1,1,35,26,173194,1.2307692307692308,453.25,88.8
1609,1254,1.2,0.2,134,2,817,16,0,14,1,1,0,1,1,1,27,12,1767136,14.0,408.5,78.375
1610,1494,1.6,0.2,101,1,3614,9,3,15,12,0,1,1,0,0,24,21,1165010,1.25,3614.0,166.0
1611,984,2.2,0.5,119,8,2013,16,1,11,7,1,1,1,1,0,39,18,108136,1.5714285714285714,251.625,61.5
1612,1179,0.8,0.9,154,5,543,18,0,8,7,1,0,0,0,1,5,18,1304677,1.1428571428571428,108.6,65.5
1613,513,1.9,0.4,174,8,3400,13,2,16,6,0,0,0,1,1,27,21,200220,2.6666666666666665,425.0,39.46153846153846
1614,557,0.5,0.2,89,6,2623,16,1,17,16,0,1,0,0,0,17,7,228620,1.0625,437.1666666666667,34.8125
1615,744,1.7,0.5,105,4,2700,19,2,9,3,0,1,1,0,0,33,2,2457676,3.0,675.0,39.1578947368421
1616,1129,0.8,0.6,116,2,1400,13,1,11,0,1,1,1,1,0,21,19,1919856,inf,700.0,86.84615384615384
1617,1148,2.3,0.3,170,5,3127,11,2,10,7,0,1,1,0,0,58,20,416928,1.4285714285714286,625.4,104.36363636363636
1618,1793,2.7,0.7,175,5,2803,6,3,19,9,0,0,1,1,1,44,29,955645,2.111111111111111,560.6,298.8333333333333
1619,1310,2.3,0.2,150,5,2518,5,2,18,17,0,1,0,1,1,15,14,925380,1.0588235294117647,503.6,262.0
1620,1604,1.2,0.5,191,6,3564,2,3,7,2,0,0,0,1,0,6,16,70856,3.5,594.0,802.0
1621,1676,1.6,0.2,145,1,2515,4,2,14,8,0,0,0,0,1,37,5,160398,1.75,2515.0,419.0
1622,1001,2.8,0.2,117,3,3654,10,3,13,9,0,1,0,1,1,40,8,1692792,1.4444444444444444,1218.0,100.1
1623,1086,2.7,0.1,135,8,3930,18,3,17,1,0,0,1,1,1,24,19,3703024,17.0,491.25,60.333333333333336
1624,1986,0.5,0.1,89,7,3476,17,3,11,8,1,1,1,1,0,39,26,150349,1.375,496.57142857142856,116.82352941176471
1625,634,0.8,0.2,192,1,3242,4,3,18,11,1,0,0,0,1,41,17,2523786,1.6363636363636365,3242.0,158.5
1626,502,0.8,1.0,82,6,2666,20,2,5,4,0,0,0,1,0,52,15,325679,1.25,444.3333333333333,25.1
1627,1641,1.1,0.7,97,8,1695,17,2,13,6,0,0,0,0,1,48,13,446656,2.1666666666666665,211.875,96.52941176470588
1628,623,1.4,0.2,189,3,3510,18,2,14,4,0,1,1,0,1,15,1,656632,3.5,1170.0,34.611111111111114
1629,962,1.1,0.1,161,8,3438,20,3,14,3,1,1,0,0,0,17,23,777504,4.666666666666667,429.75,48.1
1630,1057,2.7,0.1,97,4,2033,2,1,16,9,1,0,1,1,0,41,13,353727,1.7777777777777777,508.25,528.5
1631,1862,1.5,1.0,182,1,1017,9,1,11,3,0,0,0,0,0,62,3,403756,3.6666666666666665,1017.0,206.88888888888889
1632,555,3.0,0.8,193,2,1686,8,1,8,1,1,1,1,0,1,38,15,421580,8.0,843.0,69.375
1633,1000,2.7,1.0,135,5,862,20,0,7,0,0,0,1,0,0,58,13,384013,inf,172.4,50.0
1634,841,0.5,0.3,81,5,957,11,0,6,5,0,0,1,1,0,11,20,84375,1.2,191.4,76.45454545454545
1635,865,2.9,0.1,89,4,3494,14,3,13,3,0,0,0,0,1,16,17,338015,4.333333333333333,873.5,61.785714285714285
1636,999,2.6,1.0,165,4,3083,11,2,8,4,0,1,1,1,1,56,24,561222,2.0,770.75,90.81818181818181
1637,1232,1.2,0.9,131,6,1656,15,1,8,4,0,0,0,1,1,30,26,475625,2.0,276.0,82.13333333333334
1638,1194,2.3,0.2,165,2,313,19,0,15,1,0,0,1,1,0,34,18,251446,15.0,156.5,62.8421052631579
1639,612,0.5,0.8,179,8,3282,18,3,16,2,1,1,1,1,1,20,7,1702615,8.0,410.25,34.0
1640,1362,2.9,0.5,186,6,3629,5,3,19,17,1,0,0,1,1,47,4,625200,1.1176470588235294,604.8333333333334,272.4
1641,1469,1.7,0.5,169,2,1687,5,1,15,5,0,1,1,1,1,44,25,344124,3.0,843.5,293.8
1642,986,0.8,0.8,182,4,1149,18,0,8,7,1,0,1,1,0,28,33,135121,1.1428571428571428,287.25,54.77777777777778
1643,1843,2.8,0.8,104,3,3899,6,3,5,4,0,0,1,0,1,62,8,17472,1.25,1299.6666666666667,307.1666666666667
1644,1561,0.5,0.5,134,2,1783,10,2,13,12,0,1,1,1,0,4,23,1602735,1.0833333333333333,891.5,156.1
1645,1695,0.5,0.5,189,5,1629,11,1,8,6,1,1,1,1,0,47,15,372064,1.3333333333333333,325.8,154.0909090909091
1646,667,2.6,0.8,185,1,2528,8,2,11,8,0,1,0,1,0,8,10,1976205,1.375,2528.0,83.375
1647,1768,2.0,0.8,88,7,3256,5,3,9,6,1,0,1,1,0,2,2,2363642,1.5,465.14285714285717,353.6
1648,1269,2.8,1.0,180,8,2341,16,2,10,9,1,1,0,0,1,41,33,420616,1.1111111111111112,292.625,79.3125
1649,1109,2.8,0.9,151,1,2785,16,2,15,10,1,1,0,0,0,57,18,103292,1.5,2785.0,69.3125
1650,936,0.5,0.1,164,3,3761,12,3,13,1,0,1,1,0,0,14,31,251550,13.0,1253.6666666666667,78.0
1651,1713,2.0,0.7,199,6,1513,2,1,15,6,1,0,1,0,1,5,25,212004,2.5,252.16666666666666,856.5
1652,1175,1.7,0.6,167,2,2240,5,1,10,6,1,1,1,1,0,45,8,50130,1.6666666666666667,1120.0,235.0
1653,1940,1.0,0.2,194,4,820,3,1,19,18,1,1,1,1,1,5,1,1063692,1.0555555555555556,205.0,646.6666666666666
1654,855,0.5,0.5,159,2,1875,8,1,16,8,1,0,1,1,1,59,5,1229488,2.0,937.5,106.875
1655,771,0.5,0.1,157,3,920,10,0,16,2,1,1,1,1,1,33,17,967672,8.0,306.6666666666667,77.1
1656,645,2.5,1.0,174,4,3615,13,2,18,8,0,0,1,0,1,63,24,162352,2.25,903.75,49.61538461538461
1657,1307,1.8,0.6,88,7,1412,5,1,16,9,0,0,0,0,1,7,5,989391,1.7777777777777777,201.71428571428572,261.4
1658,1948,2.9,0.2,136,1,361,10,0,6,1,0,1,0,1,0,5,17,455700,6.0,361.0,194.8
1659,1509,0.6,0.3,81,4,1540,3,1,12,8,0,1,0,1,0,50,13,1700840,1.5,385.0,503.0
1660,626,2.8,0.8,109,2,1077,4,0,6,1,1,1,1,0,1,11,12,1296383,6.0,538.5,156.5
1661,1190,2.0,0.2,93,5,3610,9,3,13,7,0,1,0,0,1,40,1,2302754,1.8571428571428572,722.0,132.22222222222223
1662,1727,2.1,0.3,158,6,512,6,0,5,2,1,1,0,0,0,57,28,484288,2.5,85.33333333333333,287.8333333333333
1663,1670,3.0,0.5,114,8,3024,20,3,6,0,1,0,0,0,1,62,34,1485610,inf,378.0,83.5
1664,1150,0.5,1.0,134,1,1610,16,1,11,0,1,1,1,0,0,27,21,455598,inf,1610.0,71.875
1665,1208,2.9,1.0,175,1,2201,12,1,17,16,0,0,1,0,0,16,24,710348,1.0625,2201.0,100.66666666666667
1666,1812,1.3,1.0,162,7,3338,11,3,18,13,1,1,1,1,1,42,19,589000,1.3846153846153846,476.85714285714283,164.72727272727272
1667,770,1.5,0.2,196,4,3473,4,3,7,3,1,1,0,0,1,61,15,894249,2.3333333333333335,868.25,192.5
1668,1559,1.3,0.3,114,8,2203,15,1,7,5,1,1,1,1,1,10,27,79677,1.4,275.375,103.93333333333334
1669,1902,0.5,0.2,155,4,940,15,1,14,10,0,0,0,1,0,13,21,671782,1.4,235.0,126.8
1670,1751,2.5,0.6,146,8,1155,12,1,19,14,0,0,0,1,1,4,10,2926048,1.3571428571428572,144.375,145.91666666666666
1671,1416,1.8,0.1,93,4,3872,7,3,10,2,1,1,0,0,1,20,0,1854150,5.0,968.0,202.28571428571428
1672,1288,0.5,0.2,115,6,1882,10,2,16,6,0,1,1,0,1,61,9,1484964,2.6666666666666665,313.6666666666667,128.8
1673,1003,2.9,0.6,119,8,1798,10,1,16,7,1,0,1,0,0,16,35,361950,2.2857142857142856,224.75,100.3
1674,1715,0.5,0.1,96,6,2598,3,3,17,2,1,1,1,0,0,18,4,926750,8.5,433.0,571.6666666666666
1675,1967,0.5,0.6,199,1,1567,7,1,15,2,0,0,1,1,0,46,7,711732,7.5,1567.0,281.0
1676,962,1.0,0.9,125,1,1491,14,1,16,2,0,1,0,0,0,2,34,3100088,8.0,1491.0,68.71428571428571
1677,1487,1.5,0.8,120,2,2003,3,2,12,4,0,0,1,0,0,42,12,847573,3.0,1001.5,495.6666666666667
1678,1569,1.6,0.9,190,4,3905,4,3,6,2,1,1,1,0,0,54,10,246715,3.0,976.25,392.25
1679,1146,3.0,0.4,111,5,291,11,0,19,9,0,0,1,1,1,57,15,42559,2.111111111111111,58.2,104.18181818181819
1680,1379,1.5,0.8,118,8,1693,18,1,11,4,1,0,1,0,1,9,19,73990,2.75,211.625,76.61111111111111
1681,1504,1.9,0.3,152,4,1788,13,1,13,11,0,1,1,0,1,25,16,731935,1.1818181818181819,447.0,115.6923076923077
1682,1945,1.2,0.7,112,6,3322,20,3,18,7,0,0,0,0,1,26,8,1638560,2.5714285714285716,553.6666666666666,97.25
1683,1630,2.8,0.9,80,6,1751,20,2,12,10,1,1,1,0,1,32,1,1228912,1.2,291.8333333333333,81.5
1684,1125,2.7,0.4,117,1,1641,12,1,14,8,1,0,0,1,0,23,24,726786,1.75,1641.0,93.75
1685,614,0.7,0.1,178,7,2854,12,2,10,7,1,0,1,0,1,51,11,1052480,1.4285714285714286,407.7142857142857,51.166666666666664
1686,854,1.0,0.9,101,4,3115,2,2,7,0,0,0,1,0,0,17,14,838040,inf,778.75,427.0
1687,1470,1.7,0.1,121,1,3259,14,3,10,1,1,1,0,0,1,45,15,846930,10.0,3259.0,105.0
1688,1826,0.5,0.6,172,8,1612,17,2,17,9,1,1,1,1,0,49,11,1588909,1.8888888888888888,201.5,107.41176470588235
1689,807,0.5,0.2,127,4,2319,4,1,5,4,1,1,0,0,0,37,0,203105,1.25,579.75,201.75
1690,1996,2.8,0.1,138,5,1258,16,1,17,14,1,1,1,0,0,7,4,1014771,1.2142857142857142,251.6,124.75
1691,1083,2.0,0.7,158,5,1543,10,1,18,3,1,0,0,0,1,41,8,1090668,6.0,308.6,108.3
1692,1035,0.5,0.3,178,2,3991,19,3,12,4,0,1,1,0,0,49,29,672154,3.0,1995.5,54.473684210526315
1693,1521,1.6,0.3,143,1,3555,19,3,5,2,1,0,1,0,0,62,14,1105140,2.5,3555.0,80.05263157894737
1694,1314,2.8,1.0,87,4,3411,18,3,17,16,1,1,1,0,0,5,31,41984,1.0625,852.75,73.0
1695,535,1.9,0.2,190,8,524,4,0,9,3,0,0,0,0,0,24,24,706450,3.0,65.5,133.75
1696,673,1.9,0.4,142,6,3541,4,3,18,17,1,0,1,0,1,35,27,1720720,1.0588235294117647,590.1666666666666,168.25
1697,1219,1.6,0.3,169,6,1998,4,2,9,2,0,1,0,0,0,4,12,2409462,4.5,333.0,304.75
1698,1606,0.5,0.9,200,5,3437,2,3,11,1,1,1,1,0,0,33,0,120890,11.0,687.4,803.0
1699,1603,0.5,0.5,114,2,1637,11,1,17,3,1,1,1,0,1,17,9,519010,5.666666666666667,818.5,145.72727272727272
1700,1958,0.5,0.4,153,1,3064,3,3,7,6,0,0,1,0,0,52,20,2816352,1.1666666666666667,3064.0,652.6666666666666
1701,695,0.5,0.6,196,2,2855,7,2,16,13,0,0,1,1,1,12,37,3016021,1.2307692307692308,1427.5,99.28571428571429
1702,1441,0.6,0.5,106,1,1393,4,1,9,4,0,1,1,1,1,53,12,242316,2.25,1393.0,360.25
1703,1470,2.2,0.4,138,7,1633,4,2,18,4,0,1,1,0,0,33,14,3558520,4.5,233.28571428571428,367.5
1704,1890,1.1,0.5,127,4,2392,15,3,10,4,0,0,1,0,1,48,9,2634416,2.5,598.0,126.0
1705,1152,2.1,0.3,82,2,3284,8,3,15,2,1,1,1,0,1,26,0,2181592,7.5,1642.0,144.0
1706,1619,0.9,0.9,117,6,464,16,0,7,5,1,0,0,0,1,20,12,959340,1.4,77.33333333333333,101.1875
1707,1002,1.8,0.7,180,7,1234,18,0,19,13,1,0,0,1,0,45,8,954636,1.4615384615384615,176.28571428571428,55.666666666666664
1708,742,0.5,0.7,139,3,292,6,0,8,0,1,0,1,1,1,36,1,1495368,inf,97.33333333333333,123.66666666666667
1709,1306,2.1,0.4,174,3,2521,16,2,6,5,1,1,1,0,0,33,11,1090686,1.2,840.3333333333334,81.625
1710,1424,2.9,0.6,180,5,2658,19,2,15,0,1,1,0,0,0,20,0,217019,inf,531.6,74.94736842105263
1711,942,1.4,0.5,91,4,587,13,0,6,3,0,1,0,1,1,27,17,1155128,2.0,146.75,72.46153846153847
1712,1934,2.7,0.1,118,4,2190,9,2,18,1,1,0,1,0,1,2,24,272734,18.0,547.5,214.88888888888889
1713,1290,1.4,0.3,110,4,879,8,0,16,2,1,1,1,0,0,35,39,300510,8.0,219.75,161.25
1714,930,2.1,0.9,80,1,1743,9,2,7,1,0,1,0,1,0,54,13,2766147,7.0,1743.0,103.33333333333333
1715,1699,0.5,0.1,156,4,1181,18,1,16,0,1,0,0,1,0,21,36,115395,inf,295.25,94.38888888888889
1716,1849,0.5,0.5,181,7,3330,15,3,14,4,1,0,0,0,1,29,13,1942308,3.5,475.7142857142857,123.26666666666667
1717,1922,0.5,0.6,153,8,3564,17,3,12,1,0,0,1,0,0,42,31,1364450,12.0,445.5,113.05882352941177
1718,548,1.0,0.4,146,4,562,8,0,17,14,0,1,1,1,1,56,14,1088649,1.2142857142857142,140.5,68.5
1719,916,0.5,0.2,82,4,1659,11,1,11,10,1,0,1,1,0,47,1,1597771,1.1,414.75,83.27272727272727
1720,1783,0.5,0.6,183,8,1816,7,2,12,7,1,0,0,0,1,14,19,1425060,1.7142857142857142,227.0,254.71428571428572
1721,1083,1.4,0.8,156,5,1338,5,0,16,8,1,1,1,1,1,49,11,148385,2.0,267.6,216.6
1722,1698,2.8,0.8,131,8,2992,17,2,15,3,0,0,1,1,0,7,22,13208,5.0,374.0,99.88235294117646
1723,1969,0.8,0.2,85,8,315,7,0,16,7,0,1,1,1,0,7,25,253648,2.2857142857142856,39.375,281.2857142857143
1724,869,1.9,0.6,197,7,3249,12,2,19,0,0,0,0,0,1,2,3,276627,inf,464.14285714285717,72.41666666666667
1725,1337,2.7,0.7,200,4,3242,20,2,10,1,1,1,0,1,0,5,1,165669,10.0,810.5,66.85
1726,637,0.8,0.6,194,4,2725,7,2,15,10,1,1,0,0,0,28,8,1392120,1.5,681.25,91.0
1727,833,0.6,0.3,145,4,586,19,0,19,8,1,1,1,0,1,27,2,837210,2.375,146.5,43.8421052631579
1728,1248,2.4,0.4,89,3,2454,13,2,9,8,0,0,1,1,0,9,14,119706,1.125,818.0,96.0
1729,1174,0.9,1.0,147,4,804,16,0,17,14,1,0,0,1,1,30,27,925536,1.2142857142857142,201.0,73.375
